Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:47:13.395,114301.0,0.002,BTCUSDT
2025-09-30 01:47:13.395,114301.0,0.001,BTCUSDT
2025-09-30 01:47:13.395,114300.9,0.002,BTCUSDT
2025-09-30 01:47:13.395,114300.9,0.001,BTCUSDT
2025-09-30 01:47:13.395,114300.9,0.001,BTCUSDT
2025-09-30 01:47:13.395,114300.8,0.017,BTCUSDT
2025-09-30 01:47:13.395,114300.7,0.002,BTCUSDT
2025-09-30 01:47:13.395,114300.4,0.003,BTCUSDT
2025-09-30 01:47:13.395,114300.4,0.008,BTCUSDT
2025-09-30 01:47:13.395,114300.3,0.003,BTCUSDT
2025-09-30 01:47:13.395,114300.3,0.002,BTCUSDT
2025-09-30 01:47:13.395,114300.2,0.008,BTCUSDT
2025-09-30 01:47:13.395,114300.1,0.006,BTCUSDT
2025-09-30 01:47:13.395,114300.1,0.003,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.003,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.006,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.048,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.003,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.002,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.001,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.01,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.013,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.006,BTCUSDT
2025-09-30 01:47:13.413,114300.0,0.002,BTCUSDT
2025-09-30 01:47:13.799,114300.1,0.03,BTCUSDT
2025-09-30 01:47:13.896,114300.0,0.002,BTCUSDT
2025-09-30 01:47:13.896,114300.0,0.003,BTCUSDT
2025-09-30 01:47:13.938,114300.1,0.436,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.006,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.046,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.005,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.044,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.01,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.109,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.003,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.04,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.052,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.030,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.071,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.032,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.02,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.004,BTCUSDT
2025-09-30 01:47:14.031,114300.1,0.046,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.03,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.031,114300.1,0.014,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.01,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.031,114300.0,0.024,BTCUSDT
2025-09-30 01:47:14.238,114300.0,0.018,BTCUSDT
2025-09-30 01:47:14.340,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.346,114300.0,0.004,BTCUSDT
2025-09-30 01:47:14.408,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.497,114300.0,0.022,BTCUSDT
2025-09-30 01:47:14.497,114300.0,0.01,BTCUSDT
2025-09-30 01:47:14.497,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.497,114300.0,0.001,BTCUSDT
2025-09-30 01:47:14.497,114300.0,0.003,BTCUSDT
2025-09-30 01:47:14.497,114300.0,0.002,BTCUSDT
2025-09-30 01:47:14.613,114300.1,0.022,BTCUSDT
2025-09-30 01:47:14.666,114300.1,0.002,BTCUSDT
2025-09-30 01:47:15.218,114300.1,0.002,BTCUSDT
2025-09-30 01:47:15.594,114300.0,0.002,BTCUSDT
2025-09-30 01:47:15.594,114300.0,0.026,BTCUSDT
2025-09-30 01:47:15.594,114300.0,0.001,BTCUSDT
2025-09-30 01:47:15.594,114300.0,0.001,BTCUSDT
2025-09-30 01:47:15.594,114300.0,0.07,BTCUSDT
2025-09-30 01:47:15.897,114300.1,0.034,BTCUSDT
2025-09-30 01:47:15.897,114300.1,0.006,BTCUSDT
2025-09-30 01:47:16.073,114300.0,0.001,BTCUSDT
2025-09-30 01:47:16.376,114300.0,0.001,BTCUSDT
2025-09-30 01:47:16.438,114300.0,0.018,BTCUSDT
2025-09-30 01:47:16.736,114300.0,0.006,BTCUSDT
2025-09-30 01:47:17.000,114300.0,0.003,BTCUSDT
2025-09-30 01:47:17.008,114300.1,0.016,BTCUSDT
2025-09-30 01:47:17.068,114300.1,0.002,BTCUSDT
2025-09-30 01:47:17.070,114300.0,0.002,BTCUSDT
2025-09-30 01:47:17.188,114300.0,0.155,BTCUSDT
2025-09-30 01:47:17.531,114300.0,0.011,BTCUSDT
2025-09-30 01:47:17.568,114300.0,0.002,BTCUSDT
2025-09-30 01:47:17.728,114300.0,0.146,BTCUSDT
2025-09-30 01:47:17.728,114300.0,0.09,BTCUSDT
2025-09-30 01:47:17.728,114300.0,0.002,BTCUSDT
2025-09-30 01:47:17.728,114300.0,0.014,BTCUSDT
2025-09-30 01:47:17.855,114300.0,0.001,BTCUSDT
2025-09-30 01:47:17.979,114300.1,1.455,BTCUSDT
2025-09-30 01:47:17.979,114300.1,0.2,BTCUSDT
2025-09-30 01:47:17.979,114300.1,0.41,BTCUSDT
2025-09-30 01:47:18.110,114300.0,0.076,BTCUSDT
2025-09-30 01:47:18.138,114300.0,0.001,BTCUSDT
2025-09-30 01:47:18.184,114300.0,0.03,BTCUSDT
2025-09-30 01:47:18.184,114300.0,0.1,BTCUSDT
2025-09-30 01:47:18.184,114300.0,0.203,BTCUSDT
2025-09-30 01:47:18.246,114300.1,0.065,BTCUSDT
2025-09-30 01:47:18.544,114300.0,0.001,BTCUSDT
2025-09-30 01:47:18.666,114300.0,0.01,BTCUSDT
2025-09-30 01:47:18.881,114300.0,0.005,BTCUSDT
2025-09-30 01:47:18.896,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.167,114300.1,0.002,BTCUSDT
2025-09-30 01:47:19.469,114300.1,0.003,BTCUSDT
2025-09-30 01:47:19.548,114300.1,0.008,BTCUSDT
2025-09-30 01:47:19.597,114300.0,0.008,BTCUSDT
2025-09-30 01:47:19.644,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.185,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.005,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.026,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.1,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.003,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.004,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.006,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.005,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.002,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.128,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.01,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.017,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.001,BTCUSDT
2025-09-30 01:47:19.876,114300.0,0.094,BTCUSDT
2025-09-30 01:47:19.881,114300.0,0.006,BTCUSDT
2025-09-30 01:47:19.881,114300.0,0.021,BTCUSDT
2025-09-30 01:47:19.881,114300.0,0.004,BTCUSDT
2025-09-30 01:47:19.881,114300.0,0.051,BTCUSDT
2025-09-30 01:47:19.881,114300.0,0.002,BTCUSDT
2025-09-30 01:47:19.881,114300.0,0.004,BTCUSDT
2025-09-30 01:47:19.881,114299.9,0.012,BTCUSDT
2025-09-30 01:47:19.881,114299.9,0.001,BTCUSDT
2025-09-30 01:47:19.881,114299.9,0.001,BTCUSDT
2025-09-30 01:47:19.881,114299.8,0.002,BTCUSDT
2025-09-30 01:47:19.881,114299.7,0.002,BTCUSDT
2025-09-30 01:47:19.881,114299.6,0.027,BTCUSDT
